question,answer
Can you find some addresses for me that rank within the top 2.5% of WETH trading volume on all platforms based on Uniswap?,"select
        address
from
        (
        select
                address,
                sum(transaction_volume_usd) as transaction_volume_usd
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name in ('Uniswap_v2', 'Uniswap_v3')
                and action = 'ALL'
                and asset = 'Wrapped Ether'
        group by
                address) b
where
        transaction_volume_usd >0
order by transaction_volume_usd desc
limit (
select
                floor(COUNT(distinct address) * 0.025)
from
                 (
        select
                address,
                sum(transaction_volume_usd) as transaction_volume_usd
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name in ('Uniswap_v2', 'Uniswap_v3')
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'
                group by
                        address) a
where
        transaction_volume_usd > 100 ) "
"Which addresses have a WETH trading volume ranging from $100 to $1,000 on all Decentralized Exchanges?"," SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name ='Dex'
  AND action = 'ALL'
  AND asset = 'Wrapped Ether'
  AND transaction_volume_usd >= 100
  AND transaction_volume_usd < =1000
GROUP BY
  address"
Please assist me in finding addresses that have a WETH trading volume of at least 1 million on all Decentralized Exchanges？," SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name in ('Dex')
  AND action = 'ALL'
  AND asset = 'Wrapped Ether'
  AND transaction_volume_usd >= 1000000
GROUP BY
  address"
Can you find some addresses for me that rank within the top 1% of traders on all platforms based on the trades volume of WETH trades on all Decentralized Exchanges?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address ,
                      sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Dex'
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'
                        and transaction_volume_usd>0
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.01)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Dex'
                and action = 'ALL'
                and transaction_volume_usd>0
                and asset = 'Wrapped Ether')) a
group by
        address"
"Who made trades on all Decentralized Exchanges with a volume traded ranging from $100 to $1,000?","SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name ='Dex'
  AND action = 'ALL'
  AND asset = 'ALL'
  AND transaction_volume_usd >= 100
  AND transaction_volume_usd <= 1000
GROUP BY
  address"
Who made trades on Decentralized Exchanges with a volume traded of at least $1 million?," SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name in ('Dex')
  AND action = 'ALL'
  AND asset = 'ALL'
  AND transaction_volume_usd >= 1000000
GROUP BY
  address;"
Can you find some traders for me who rank within the top 2.5% on DEXs based on the volume traded?,"  select
                address
        from
                (
                select
                        address
                from
                        (
                        select
                                address,
                                sum(transaction_volume_usd) transaction_volume_usd
                        from
                                wired_address_dataset
                        where
                                b_type = 'DeFi'
                                and statistical_type = 'token'
                                and platform_name = 'Dex'
                                and action = 'ALL'
                                and asset = 'ALL
                                and transaction_volume_usd>0
                        group by
                                address) b
                order by
                        transaction_volume_usd desc
                limit (
                select
                        floor(COUNT(distinct address) * 0.025)
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Dex'
                        and action = 'ALL'
                        and transaction_volume_usd>0
                        and asset = 'Wrapped Ether')) a
        group by
                address"
Who are the addresses that have an activity count of 0-10 on Uniswap?,"SELECT
  address
FROM
  (
    SELECT
      address,
      sum(transaction_count) transaction_count
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Uniswap_v2', 'Uniswap_v3')
      and asset = 'ALL'
      and action = 'ALL'
    group by
      address
  ) a
where
  transaction_count >=0 AND transaction_count<=10
GROUP BY
  address"
Who are the addresses that have an activity count of at least 619 on Uniswap?,"SELECT
  address
FROM
  (
    SELECT
      address,
      sum(transaction_count) transaction_count
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Uniswap_v2', 'Uniswap_v3')
      and asset = 'ALL'
      and action = 'ALL'
    group by
      address
  ) a
where
  transaction_count >=619
GROUP BY
  address"
Who are the addresses that have an activity count between 400 to 619 on Uniswap?,"SELECT
  address
FROM
  (
    SELECT
      address,
      sum(transaction_count) transaction_count
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Uniswap_v2', 'Uniswap_v3')
      and asset = 'ALL'
      and action = 'ALL'
    group by
      address
  ) a
where
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
Who are the addresses that have a WETH activity count of 0-10 on Uniswap?,"SELECT
  address
FROM
  (
    SELECT
      address,
      sum(transaction_count) transaction_count
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Uniswap_v2', 'Uniswap_v3')
      and asset = 'Wrapped Ether'
      and action = 'ALL'
    group by
      address
  ) a
where
  transaction_count >=0 AND transaction_count<=10
GROUP BY
  address;"
Who are the addresses that have a WETH activity count of at least 619 on Uniswap?,"SELECT
  address
FROM
  (
    SELECT
      address,
      sum(transaction_count) transaction_count
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Uniswap_v2', 'Uniswap_v3')
      and asset = 'Wrapped Ether'
      and action = 'ALL'
    group by
      address
  ) a
where
  transaction_count >=619
GROUP BY
  address;"
Who are the addresses with an activity count of 0-10 on all Decentralized Exchanges?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name ='Dex'
      and asset = 'ALL'
      and action = 'ALL' 
and
  transaction_count >=0 AND transaction_count<=10
GROUP BY
  address"
Who are the addresses with an activity count of at least 619 on all Decentralized Exchanges?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name ='Dex'
      and asset = 'ALL'
      and action = 'ALL' 
and
  transaction_count >=619
GROUP BY
  address"
Who are the addresses with a WETH activity count of 0-10 on all Decentralized Exchanges?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Dex')
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and
  transaction_count >=0 AND transaction_count<=10
GROUP BY
  address"
Who are the addresses with a WETH activity count between 400 to 619 on all Decentralized Exchanges?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name in ('Dex')
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
